Headline,Published Date,URL,Full Article
Alibaba explores joint venture with Reliance Retail | Company Business News - Mint,"Mon, 20 Aug 2018 07:00:00 GMT",https://news.google.com/rss/articles/CBMiugFBVV95cUxNdHR2WWVVQ0RDVU5VdURvTDIzbnQ2UTVfcWRXU1RmRTJNM3NfZlFNQTlsbndZaUx1NmxRVzZYUXVKQ0hrOU90M3NBQnpFTjBVSEFYR0ctemFEMWRQYThYVkEzY3A4eEYwUWtUOVgwU1RUdjhUbXlRMnBJVjZiVFFMSmlFQk5xZHJ2MzFyV2VKVlZaSE9vWWFtckkxcHNSdGtITldaUENVOERpVTktUHItckJPdEp2WEc2cmfSAccBQVVfeXFMTjZyTmdVOW82YzBmNy1kUkVsMkRFRk5kSmVxcjdVMWNNVU93clM2NnFvU25iM295QURqZEtiMFhhclp2Uk9RUElqUlJkZ2EwV01WRDNjMHQ5M3lJYTBwWFpmVjl3V2JCZGNFbTBaREFnc0ItejhVb2pfRjl5RGtTckZGdWxZdDhMUjZuWk83RThlZ1Z1NXVzaW00WlFpUWs3RW14U1F4SHlkUC1uX2N4emJUbENEc1hMS2ltYWExdHVmN2FxYnpOUQ?oc=5,
Reliance Industries to acquire 81.7% stake in Saavn India - Business Standard,"Sat, 24 Mar 2018 07:00:00 GMT",https://news.google.com/rss/articles/CBMixAFBVV95cUxNNUFSbWZOZDNWb2VTVTdCWkJwYUFTUnhaaW9oeU04RDlYZjlCNERZcC1UbmNtU2ZKc1F1YkJkQzRzeUhFQ3BRa0FESUoxLXlpTmh0NVpnZmNrWV9JeEJYa1ZuU2tqRDdsQU4zbGh3SnBTY3F3OWZWaTZabzVCdTdzUS1BalhzS05zY2M5S282WlNrODBFMldma0J4bFlIWUVsUzFSLVNNYWVKLU44bFA2UXRNWnYwM2JDQnQ4RnBWOFplSjdx0gHKAUFVX3lxTE5vTkhtOC1RTGx6a1NLQmF0VzJmOV9GVkZCMnV2cWFWOFM1UGtsMUFlRlhKSFlrY2pSbGs5cWEySVYydDdudEZOQ2hTem9tbHZqaUF5NTBkVm9CZ19Ob3BFQVd0OVZlNHVlRXVFM24tX285OUh1YVhtT2gtaVpvSmhSU2NqY2Q4TjBaYlJzNE12T2l1dXprbENuSnh3U0RxV2gwOHBDLXRkLWI5NDFFR1BjM1BpcmIzVlYyQ1ltSjhNUzJPSFpTUmdxeHc?oc=5,
"Mukesh Ambanis Reliance Industries to take on Amazon, Flipkart, others! Heres is his next disruptive plan - Zee Business","Tue, 13 Nov 2018 08:00:00 GMT",https://news.google.com/rss/articles/CBMi0AFBVV95cUxQV1JPQ3JYVHdXeVBqdG8xX0FMQ2wxN19Qck4xN21IZ1RWb3NQUEt4RmphOWkxR2xqZU5hTUVBbVJqeTlLSkhfemI2RU1ybmlPelRyOUlScllzbERtVEIxTV96YVJSZUVQTDA3aEk0b1JsQmM1YlBYcE1jb1JtVG1uY08wUzk5aVRnY2txcUQtRDNlYWM5UG5nX0FLZDFpNENORGF2QW9aZlRJaHlnWkMzX0ltNGlUQ2FlMzJUMWtWZ2REQzlSN010Rkc2Q2Z3dWpq0gHWAUFVX3lxTFBiRU5NUndZc1cyNzFwdXJNU0d5Y3dWZjZjQlQwN2NXUGxGU0VfaDlqMktEeWM2Yk14QUJRMmZSWWhuQ0J3LUJTSENacWt0U01IM2xqTVFfcmlfUHdfNC1PUWwtNnFlcVR3NDdhSC1neW1ZSUhqVXhSQktoM3VWa3ZmSTVsNXJjbDdHQkZkOU1sejc1SGRhSDZOZUNuZmFRSGxLSWlKSzRIbVVyN2FKTGRhTUFBcnNiX193aVR0ekJHSmhOMFVYdmJMSXVJTlZXU2dPaXM4VFE?oc=5,
Reliance Industries plans to raise $2.7 bn to refinance high-cost debt - Business Standard,"Sun, 29 Jul 2018 07:00:00 GMT",https://news.google.com/rss/articles/CBMi2AFBVV95cUxPRC0teW1ZUUJfYmwzZWRkNzZTcGUtbjBDOGJmd3NPa2lGeEptYU51NVRub1BBSUpuYlRtMm96VDVKai1iMG04Qk85RWZVVlRQajZLU2hPSEtuNHB6bDdsVjlKSkZzck9XNHNWcG4xcHdfVmZsWnZZYk1vbTAtZE9PS0V0cjk0bmdCeFpmdUU2S0p6bHczWEVyd2NWelIxQUdjTVg3N3ZjNnNvSVlXMnRDNDJRUHdXZ2lCNDdOTVJ4T29fbmlwZkQxVHptYWVTVl9TYVRfRVF2WHLSAd4BQVVfeXFMUE1UMEdaVmJNNVB4OU56MHpZZlNBQjM0MjlRQXZDTkQ2VEFYQTRfb1Y0NzRkQXJPYzQxS191M3VjSkh0UVUzQlRMb2UxMld6aWZPam03N3g3a1I3NnFJMExXRVhPQjM5VVMwaG5fYXBIZWs1MWZUa2pqMEQ5TjhKT2NGR0U1UUpQa3NoaC1TS0J1aC1ITzBMZGZSVlZQN0haLVZ2SEJCel9MTFFKalVqeVhSN085VkVNM1JncllWR3dYaUlMb09zMHM5WVplbW43dUc4MHp5VmFQSzlxbmtn?oc=5,
Reliance Industries Wins $1.7-Billion Claim in Arbitration against Indian Government - Blackstone Chambers,"Thu, 02 Aug 2018 07:00:00 GMT",https://news.google.com/rss/articles/CBMivAFBVV95cUxNS2FPQ1Byd3Bibm9mZXJPY3pxNVR2QXRpLVlnUUVpT0FaWWJNaXRXTFcyUzZGOEl0b1pIQTZ0Sm51dGhGYldaM1lOX3d5QklWa09tbWg2eHdmSV9yeFV2QWthQWRjVnFjbEV6UFpWU2JBVkhCV21vYkNRMDk3bW03NmxOR3lCT0E2a3NJWVk3RGlRdEYwaTBNTmRrU2JmOWFTZjJiQUs2cExfU29RaHpvX0lNRm96TjhaT2RiNA?oc=5,
Mukesh Ambani's RIL may list retail arm Reliance Retail Ventures in 2019 - Business Standard,"Thu, 22 Nov 2018 08:00:00 GMT",https://news.google.com/rss/articles/CBMi2gFBVV95cUxPVk1wUDl1eF9heFJ0SjNLcnBEVTA4ZWloeHZsQmh3dlNnTmJYWFJCbDE4LTJWelZuVXB5QVotYUNWLVNsVWUwalNaUnJBTnh2dDk2ay1VVDFXd0g4ejFXUkVzbEIybC1ZVVJ1MnhWUnktUGdNa0NSZENFNDVjT1BVOXI3LW9CZ25UbWFRUXZwcmdRbUszYTVfWVhaTGd0S3lWamlENl9iR01JRUp5VDAxS2xWOEtSblJhQmN1aUFGOVJ0N2lxcEdfRDl6OUZNWjVXWFQyeHpGWTBfQdIB3wFBVV95cUxOZjVXV3dPQ3VZZUtoSVRocGtEd3FnamFWaHZQRmxnbjlIeXF3dmozWE1Wa1RKRG5xV0tncG82N1J6ZEhSQ19lLURSSF82RDBMUVBXZG9IQW1iYWh3U3hsR3llNkd4T2pFSm5OOVFCaHFZVno1bTJFYkVFOEpySGEtUndDQmFwdEx5ZzN6NFI2T0hqZVYzUVZtbHFRbGFrdm16ZW93LWRVTy1ETURwNlBZcnBJNGEyaWE5MVVQX1NSWVRfcFBWN1dsVWMzN3NnSVQ2Z2NtY3lod1hId3J2cmtF?oc=5,
Isha Ambani to wed Anand Piramal: Reliance Industries and Piramal Enterprises - a comparison - Zee Business,"Mon, 07 May 2018 07:00:00 GMT",https://news.google.com/rss/articles/CBMi2gFBVV95cUxQYkNQQ0ZROVFkSUpZN0J1TUlVZzA5OWticEVfQTFyY2RXM1ppRXN4LVV0U1FIVjJDNnlmdllIQ1EyY2M3azl5RGpZckxIcV9TV0ZoX2NYek5Rc1AxWUpfYm01eUlWaTlVMGljVXZBTUNHelNFWkRIQTJUNTNDWkpTYWZiZUFtVFU5RERkSFpzZ09ZODFaNlZuWHF4RnBnTzlVaUJDeFZWelhTT1FQYnN3VXBZYmRFRURrRGlTUFdWR0xZVHRKLXpIb1pqOW00SGMxVHJJWkI0TjRRdw?oc=5,
"RIL AGM highlights: Mukesh Ambani unveils Reliance JioGigaFiber, Jio Phone 2 | Company Business News - Mint","Thu, 05 Jul 2018 07:00:00 GMT",https://news.google.com/rss/articles/CBMiuwFBVV95cUxQZmlnOHp1d2dVNGJWeEphTnZkZzY5aGhhRVVOZS1GQXlmNzdQaDlBTG5nUWZSNWxQQTE5akZlMWRyUjdacWM3MlZSMjY5WXZiMXBhakl0V2Jac1J0OEpmazZlRDBnYzFFUjBHNmszMzNPLWVkU2d4RmRQcWpOQld5akh0Z0FIVEU1ZFZQQUFJQm5ZOXA4cHVOVmtCUHVZeGxPR1hEQVR4alhxaFVXMFd1ZldRaUprVS1oRXZV0gHIAUFVX3lxTFBWZmR2OTJxeEkwREU0MHJRV2hNbnhUNllRWWxBdmZnOFA4NDhrd3pTbUs2V3BIR0lUWFRvam42TmhKajFnbmdOdUMyVVFzaWswbkdFeW9tc05XTmo0Z2ZZT3JFYU5CQ0pvRE5UX2ZWOUZMb2pFLTV2TDdNbmtLbFVsb2FWSkVtV05xVDllSVV5ZnFwaV9vVkVVT0hqRy1DZnduRE1MVlExWDZ1TW9kWHBqZGNEZDJWNjlBUTd4dmM3ZjF6b3dUU21s?oc=5,
Reliance Industries buys into fashion designer Raghavendra Rathore’s firm - VCCircle,"Thu, 05 Jul 2018 07:00:00 GMT",https://news.google.com/rss/articles/CBMingFBVV95cUxOTy0xR090RFoyRkFaM25Hb2JOTGZUN0E4TF96dFd2cGtuUnRkSTNKM0ZIcDZrWGZHaWJmZTQ5NkdqRll0Q294OVc1am9TWlFvMnBYZndVcDRoMEFSVWQ0b3R6SGZxUFdQd2lMd2drUmVpRW4tamVIajhHS3lMbTdwR0dqaFN6QVktUWJBYmYtaHZxeEpoS3cyOHJEa0RBZw?oc=5,
Reliance Industries plans to borrow $6 billion in consumer push - ETRetail,"Thu, 19 Jul 2018 07:00:00 GMT",https://news.google.com/rss/articles/CBMiyAFBVV95cUxQTHdlSU9EUTJUVTgxeGdqRnJLREpqSkdtSy1ucVE3amJOa2J4Yk5xcTBBNmRTS3BFNW5oNFRYVy1wUkQwLTA4N2ZwUUNaOXZrNFpfN2JsdmpFbEtsdFA0UE15anFrMjE2MDI5SnVWMzA4MlhKN3pMSHNDWS1uOWdBNzdGdEJLd0Z0dG5QTUs1VkJwVV9FeEQ2Sm9NbUFmQjl4UHFjWjJLdHpKRWNleGpSbkRzOTJxOEdSVC1GOWkwSEcyMUQ5d0J1Y9IBzgFBVV95cUxOUC1NMW5TZV80Yk9RSG5US2FiR0dmX1F5dVFFNmVMVmRKU2ZlWWdnSzZxb25xeXdOdTc2Y0tlX1ZrVmtJM09sdEtTVGM2MG5LZ2E3MDUzck4xd0ZJMXpaYm5LdjhLVWdwX0hqU2k0bTBsN3pydlJLSEdtQ0gtR0dzX2pJUXowaklXTUdqRTRWRmFtQkxFN1F6ZzNuQ2I2ek9nUV9nczNmQ0x5SDlZR2NDdFNUeVVwRk4waDk5a1Rhbm1zX2VjVDRfaTBEWFdmdw?oc=5,
Mukesh Ambani-led Reliance crosses Rs 7 lakh crore market cap for first time - Business Today,"Fri, 13 Jul 2018 07:00:00 GMT",https://news.google.com/rss/articles/CBMizwFBVV95cUxPaGpmUzVZNHlxMGVsSms1YTA0eVdOa0lXcjRWY3BCbVprdUZhZ0xPVUREU3U5MUx1bUZfX294WTREdzlLZVIzMHRzdDVmQVh3ZXpCTU5LbDZlU1p3Q3VESGpoTy1aWUV2ZkN0Q3pYQ0V6UVhDZVNHSHJENU1KZm1CcHZGbERpQTZCZFBHWGR1dkpObm9URURpZEd4VlF5RzZIcE1OZU1KajVPZEZtb0N1RkMtNS1WanU1Xzh4cUxpaGVOZTdXMEl1TmtwYzhiVWs?oc=5,
Reliance Industries investing in India’s first carbon fibre unit | Company Business News - Mint,"Fri, 15 Jun 2018 07:00:00 GMT",https://news.google.com/rss/articles/CBMitgFBVV95cUxNdnlKeE12TUJzNVIzRnZyUVNNeG1xMXVmSk1SRWh3aUFhd21PNHFPRko0Q2V5RVl5SGJoYXpVNi1XYXlmMTFyRklLalphdGtiak45Z0xDeUFheXRMX1BxNG1ORFFPYUJfTlBMV1djWVVHbDJGTVZqanNBa0g0bnFxM2lKOGxmNUJaQlVpbkhtNjh2MkNBa1E1VnctZHpOelNJY2FQZ292eU5nb19ISWcxSzQyYWIxZ9IBwwFBVV95cUxQRkFCUEI0dHJIX0s0WTdlRkV4bHRTNVlvT21kMy1XTnY1MnRPS0tZelptaVIzeVVMemp4LXpNbkhZVTFhNjRUdG1yU0FUOXJTRU1UT3N6cW1uMWdYeVd6V3M4V0JRVmhjd0p1SVFZbW9CTzdYX2J2QWpISnJONjdoNVZnS0wybl9Xd0xfRndpcmpFRFNXV0NLWk8zWjJTMjNfelhBUjdUd2RNM1RNWG5JQk5XWU1wY1lVVy1uc2I1Q00zbEk?oc=5,
Mukesh Ambani's salary is less than some of his subordinates - Business Today,"Fri, 08 Jun 2018 07:00:00 GMT",https://news.google.com/rss/articles/CBMivgFBVV95cUxNMHBzTUFJLXo0SnBNMHJGdFdSblZSNW9KUGExOFBjcDNvQ3BjaUVjZk9TNm5pMEVWQ2NpUVJwaEt6OHBranQ1alo4V3BWVllvd1pNTmlJOC1JWGlIbFFNbzhYWEdUV01ETWRjLW1EeXRUM3ItemE1WFNJb3U4b2FGRWxVTldHTFlGaXdoVG5pSE5sVy1JYVhqYmxvcGYtMkNCWlc5clVnWUJDS3VhZUltQWhFZDlnZEplTHdidER3?oc=5,
Reliance Industries unit invests Rs10 crore in KareXpert Technologies | Company Business News - Mint,"Wed, 23 May 2018 07:00:00 GMT",https://news.google.com/rss/articles/CBMivwFBVV95cUxNWnhCVUp6MTR2UjRPVzBMamxCNW1OZ01rc3pqTV9uVE41SjBLNmdJNzA4RjFfN1pxRnFDZ19kY0NWbVNpbHNtMVF6VWhpN3lndFkxVFdOTU4ya0Q3UHFMY3NLcXlGTnY2dm9xNmNoekRKNlh5ZEh5TkhaRV9rM09va0w3dExsNjFEZGRIVFBCbklKS3M4SXZnQUdSYlRNR3VweXJYQ0FoWGhRTG05UmpwS1IwYTJoQl9sSHZ4ajczWdIBzAFBVV95cUxOR2o4OElOV0ViaEVJeUZvLTYyYjdHaFZQZVNQTjJGNW5SMTloZ3BUMEx6ZmpHMTNKa0Q5OTB3Z2pyOVBja3ZQdzBGWHllTzZhQkloY0VTWFdvWFRiTmVGYlZyamhDTjNaVlhBVkxENHIxeGxTMFExNmRlcWdveE9DUTZmVm1wal9aVHVtZ2JteFc0STlSNHR6NzF5UkY4WXcwT1lmeFVrb3g4cFlkQ0Zvc3BIQ3ZiVHYtUVVoX3hSZDdvNGh3T3VqNDBxMXc?oc=5,
Reliance Industries shuts its only oilfield in Krishna Godavari basin | Mint - Mint,"Fri, 21 Sep 2018 07:00:00 GMT",https://news.google.com/rss/articles/CBMirAFBVV95cUxPb0JMa0FTN0o2S0g2RHM1cDlQZU01OVh2RndBYUpTQVQ3S3lNUXpFNnBlTDlIWERoVXJYcjAxWkgxeUo1WHhXSFN6WlFQM21uVHVmUGszY3JJS2JzUFlFRmJLWS1rbVM3dndESkU2d01Ta2VfNk0yZzVab29yVG9Fa1E3V1BpV2RqYlFXcXpvZ2xub1VQSmx4THdhN0hwWlZLNnBrYTdEVnZKRE1H0gG6AUFVX3lxTE05VFBhZVIyVG9kMk01YVpmZmJoVFhlTkx1dkh5X1VoRzE4eTJua1BWS1otM3pwbDFTdC1rdzFkbmJDZWVZOW1oVmhzaFdlNnI5YnVTTGp3OGFsQ1VBQkdocmJPOGFyd0ZYaXBXSEhBdEk1OTNSLVBRWHNEb2xxNml2RTdSSkg0MGV3WGtWTlR5LWI5VVhjMXhtUXFZdVotM181VGhwTzZocUpfZFNmc2toRjJRM3BVUlliUQ?oc=5,
Reliance Industries Limited - Facebook,"Sat, 30 Jun 2018 07:00:00 GMT",https://news.google.com/rss/articles/CBMirwFBVV95cUxPZ0VCTDV6dFpNQUMwUUs3Zl90Y2ljZEhRYjNmLVJSd2NPM01FVVJ1UFI0ekl6dUpsTDNyaFNNLTc5YkNLUXlNMGxvSVpubG81WnB5Wkp0Z1JWY3dDamFvTDBaRXUyZmQ0bl9vak9vZXp4azJQdlVYd0RvZndoT2VlQ1oxam1zVWYtQkg1amp1VjU4dDlsRl80ZkNKRXZ3V1Z5cEY5R285SHpsTVBiNkpj?oc=5,
Big victory for Reliance Industries in ONGC gas dispute as tribunal rejects govt's claim - Business Today,"Wed, 01 Aug 2018 07:00:00 GMT",https://news.google.com/rss/articles/CBMi7gFBVV95cUxPNV9zdDZBOEg1YnRtbGNrWkJ5Ym9heFVEaEQwM2h3bGdDRURnazkzbGhCTnRab2N5NHVEd0NIS1I5VF9tRzdKb1lmNE8tOFY4SmotZDgzd2cyZ1N0RS1aSEFfRF9sLVZ3WGVFRlJNUkRibW12THAyUXFKSFZ6Y0YwNmVVTllmaXNhS0lFXzhodU10LXJVa3ZxS1N1eTNjUTB3V216Mmp2WXhHZ1c5Sk1sLUN5QkV3UVFVLVlUd3N5cWg1V183Z0FPVWtyQVBDclN0d0RCNWwwQU03bjIyZW5ua1FhUlR4UUJHSUUxVTF3?oc=5,
Arundhati Bhattacharya joins Reliance Industries board as additional director - Business Today,"Thu, 18 Oct 2018 07:00:00 GMT",https://news.google.com/rss/articles/CBMi8AFBVV95cUxPWF9SLVdnQk9LOFVqZGUxUVBzVHBzcEVuN01XdGlOMkN6WTRYcHRlb2VxazJWTUlPMS1LOTBJX1JDZGRqN3ZqekZBZFVybjIyOFpFVlpPdzRQcEhzU0VJaHNRdzQwS0xtbEFZSjlKaWVZOTRPRE1BZk5Bazk2UHpDWGdPS0VESk0ySUJHQ0lsOEk3ck1Xcmh1Ynd5UzB5RW9vXy11a0YwOWZRdkozTFVLd2hhSlkxR0tMN2tVQldTZmZOWEJ0RzVkbmhuT0ktWmhzajlvdktYclBzVlF5Nkt2VDIyc3JwT3VKNFJ6YXdvOTQ?oc=5,
Reliance hikes petrochemical prices to offset rising oil | Company Business News - Mint,"Sun, 07 Oct 2018 07:00:00 GMT",https://news.google.com/rss/articles/CBMiuwFBVV95cUxOMXdQaV9fU1pTU1d3UTdQdHQ4MnRHbmVMeXBKRFl2LUVBYk9WQndxYXM0NENvZ3gxVjJYdTZTVmxlVlVfaC1rMUNhd2xKYXh6WDVtMmluVk9JM29LSW1GdTRSaVZFUTMzVENlbVItbFJ5Z1B2bWRia3d3MkdnTlVVaU5EUlZTZEZyUkh6RTkzSnpOc2JxcTdDY1d2SnVXOFZnWDhscjMzS2JiSHdwNjhpXzBRelgtWFpVM09n0gHIAUFVX3lxTE55TG5zWjhvdGkzc1BiM284a0cteW1ROVRWZUVCcjdkdl9rMGx1OFpSRGxZRG5ISUpHcU8zY2tlajNtellfLXpZV3lrVUxGakhLMG1DMmNIMkdZVC1xaVhXQm12cmlYdkUzM25FOXRlM0QtSjJPczhZSFVxOVBGc2xTUFI4c3VfdVlLQnNLNXRLOV84NWhWSmU0ZnBMQnFOM1V1QXkwMktiQWNGbzJjeTBodm1UbXBoc2JTTl9fT3N1TGUySWpMamNq?oc=5,
Media release: The Magical World of Disney Now on JioCinema - Facebook,"Thu, 27 Dec 2018 08:00:00 GMT",https://news.google.com/rss/articles/CBMizgFBVV95cUxQdWlfb1hMNjZjNTdaTTJWWi1vWjRMYzhISTVpd28tSHVEb2FkdlNkeXRzV3pwdndZa0ZtNUNxcXdJQkUtSnpUbjFJRHZkcXVET05oZTFNNEd4UnJYLVhiRlNEYmFhaTJoZjdESXh1c2I3X0lkbHcyVFBXM3Y2bV9RQUJtQ2dYUU9nOV96Mk02dEpZbTZ0dXpsYUJvR1lNN05ZcnNoUFZkLU4xYnoxMHV6ZG1Lb2FKbDN2aUg3UU1zc21fdVFuQXdGZVdKR05qUQ?oc=5,
"Jio Payments Bank, Joint Venture Of Reliance Industries (RIL) And SBI, Begins Operation: 10 Points - NDTV Profit","Wed, 04 Apr 2018 07:00:00 GMT",https://news.google.com/rss/articles/CBMizgFBVV95cUxOVjExOXVnWEJEeXFxNHdZZURlM0YwSWhvN2V3SmRQSTg2UkVXd0FCcnZ0RmVOamxBVm53bnRJeUV3ZWhSSVA1aVdBZ0VZUXRMQ1JqZWthSlFYNjZDbkxZdUszS0FqR3RWMUlLclF0TFhJSTZITFhRR1BySUJrcWZfTENscU9JYi0tOTVjREhmd2lFVFVkUnRQRERrREJ2a0RBM1VDbV93WjhiVU0xeEJJclEtYTNJMTFKM0QyUGJPa1JqVUNtMFdoVV93aExKZ9IB0wFBVV95cUxQTHB4dzFXX3M2YmtLWElJb1lVVWMyN1lvTFNGeGlCa2drNU00elBOQWVEQWFDNVBENlJGRjlxMFpONkNyOV9UOUxJbDhnbXRJaU1oNGZyTXdqQTBFR2k1MnV1T2Y3ZjBzbjhtd1NGX19tbDNickpUSlNta3ZTTW1MTGYxWEVsc09xLUdheWtzemM4ak1ZZ0xhU01UemFRQnlYWmRHTnBmOHowTGxCbFY4eW5FcEdXR05pSTZzMGNrZkNCSlVGSHN5YmpCZDVucktfMkhr?oc=5,
